,game_id,title,description,score,date,img_url
513,514,Oxygen Not Included,"Oxygen Not Included is a space-colony simulation game. Manage your colonists and help them dig, build and maintain a subterranean asteroid base.",86,2019-07-30,https://static.metacritic.com/images/products/games/9/33012fe007ff42bb743a43358676cef8-98.jpg
514,515,Kynseed,"You've been given the Kynseed, a mystical acorn that grows into a family tree where your choices manifest in its branches. Raise a family, farm the land, run shops, and explore a world where everyone ages. When you die, step into the shoes of your children and continue your legacy.",86,2022-06-12,https://static.metacritic.com/images/products/games/4/0491e9f8a060a7e9b8178f89903a64be-98.jpg
515,516,F1 2021,"Every story has a beginning in F1® 2021, the official videogame of the 2021 FIA FORMULA ONE WORLD CHAMPIONSHIP™. Enjoy the stunning new features of F1® 2021, including the thrilling story experience ‘Braking Point’, two-player Career, and get even closer to the grid with ‘Real-Season Start’.",86,2021-07-16,https://static.metacritic.com/images/products/games/9/9c01f04da87e86a92fa98e20b387854c-98.jpg
516,517,Allegiance,"Allegiance, the multiplayer space-combat game from the minds of Microsoft Research, combines the challenges of tactical squadron-based combat, intense one-on-one space dogfights, and amazing graphical and sound effects into a space-action experience like nothing you've seen before. [Microsoft]",86,2000-03-31,https://static.metacritic.com/images/products/games/6/f83505001bdcae87cef03bef1a24029c-98.jpg
517,518,Injustice 2,"Every battle defines you.

Power up and build the ultimate version of your favorite DC legends in INJUSTICE 2. With a massive selection of DC Super Heroes and Super-Villains, INJUSTICE 2 allows you to equip every iconic character with unique and powerful gear earned throughout the game. Experience an unprecedented level of control over how your favorite characters look, how they fight, and how they develop across a huge variety of game modes. This is your super Hero. Your Journey. Your Injustice.",86,2017-11-30,https://static.metacritic.com/images/products/games/5/5af05b877b1d0fdeeef6688bce1368ab-98.jpg
518,519,Risk of Rain 2,"The classic multiplayer roguelike, Risk of Rain, returns with an extra dimension and more challenging action. Play solo, or team up with up to three friends to fight your way through hordes of monsters, unlock new loot, and find a way to escape the planet.",85,2020-11-08,https://static.metacritic.com/images/products/games/8/21881a02c21e07ae01ed0db045e2c0d8-98.jpg
519,520,The Talos Principle,"In The Talos Principle, players assume the role of a sentient artificial intelligence placed within a simulation of humanity?s greatest ruins and linked together through an arcane cathedral. Players are tasked with solving a series of increasingly complex puzzles woven into a metaphysical parable about intelligence and meaning in an inevitably doomed world.",85,2014-11-12,https://static.metacritic.com/images/products/games/9/9572a7ea80d4263b433491d1b416d9bc-98.jpg
520,521,Cities: Skylines,"Developed by Colossal Order, Cities: Skylines offers sprawling landscapes and maps with endless sandbox gameplay and new ways to expand your city. Key to progression is the ability to influence your city’s policy by incorporating taxation into districts. All this plus the ability to mod the game to suit your play style.",85,2015-10-03,https://static.metacritic.com/images/products/games/6/6b31ec0c7827c256c526d90376129c70-98.jpg
521,522,Total War: WARHAMMER III,"Far beyond the world and its petty wars there exists a dimension of pure, malevolent magic: The Realm of Chaos. It is a terrible place, incomprehensible to the mortal mind. It whispers promises of power, but to behold it is to be seduced by it. To relinquish your soul to it. To become it.

The four Ruinous Powers rule over this place, ever seeking to slip their bonds and engulf the world in a tide of daemonic corruption. Nurgle, the plague god; Slaanesh, the lord of excess; Tzeentch, the changer of ways; and Khorne, the god of blood and slaughter.

On the border between the worlds, two mighty kingdoms stand sentinel: the stern warriors of Kislev and the vast empire of Grand Cathay. But each is beset by its own trials, and now both have cause to cross the threshold and send their armies into the Realm of Chaos.

The world stands on a precipice. A single push will plunge it into cataclysm. And there is one who schemes to achieve just that, an ancient figure who desires nothing less than to wield supreme power. But to succeed, he will need a champion...",85,2022-02-17,https://static.metacritic.com/images/products/games/5/c5cb90288fe527b5f3f0600809a0911c-98.jpg
522,523,Deep Rock Galactic,"Deep Rock Galactic is a 1-4 player co-op FPS featuring badass space Dwarves, 100% destructible environments, procedurally-generated caves, and endless hordes of alien monsters.",85,2020-05-13,https://static.metacritic.com/images/products/games/9/2ab67a04814817434fc8d88f979c2719-98.jpg
523,524,Tom Clancy's Rainbow Six,"The most revolutionary action/strategy game of its kind. Nothing comes closer to offering an exciting combination of strategy, team-building, realistic three-dimensional graphics and true-to-life special forces action. The ultimate goal is to save yourself and the world from deadly terrorists. You must successfully complete 17 unique missions. If you die, the game isn't over. The World is. [Red Storm Entertainment]",85,1998-08-21,https://static.metacritic.com/images/products/games/7/72dedd6c269dd607a5ad8891c11533e9-98.jpg
524,525,Falcon 4.0,"Falcon 4.0 is an extremely detailed Simulation integrating a fully dynamic, realtime Air, land, and sea war in which you take part as an F-16 pilot. Running on any OS platform capable of supporting Directx 5.0 and above. Falcon 4.0 not only simulates a fantastic and versatile fighter, but also a very versatile product. With 4 years of hard work behind it, it is the ultimate Simulation experience for all enthusiasts. [Falcon 4.0 HQ]",85,1998-11-30,https://static.metacritic.com/images/products/games/0/0da7a61b31bc3e5997e89f25d2aff293-98.jpg
525,526,Guilty Gear -Strive-,"“Guilty Gear -Strive-“ is the latest entry in the Guilty Gear fighting game franchise. Created by Daisuke Ishiwatari and developed by Arc System Works, “Guilty Gear -Strive-“ upholds the series’ reputation for groundbreaking hybrid 2D/3D cell-shaded graphics and intense, rewarding gameplay. There is a fully voiced story mode diving deep into the Guilty Gear universe, new characters joining fan favorites, and robust rollback net code. The cutting-edge 2D/3D hybrid graphics pioneered in the Guilty Gear series have been raised to the next level in “Guilty Gear -Strive-“. The new artistic direction and improve character animations will go beyond anything you’ve seen before in a fighting game!",85,2021-11-06,https://static.metacritic.com/images/products/games/8/1f2f1d0fe05f8ad0c01870d77eb76863-98.jpg
526,527,Wasteland 3,"In Wasteland 3 you take command of a squad of Desert Rangers, lawmen and women in a post-nuclear world, trying to rebuild society from the ashes. More than a century after the bombs fell, you’re fighting a losing battle to keep your beloved Arizona alive. Then the self-proclaimed Patriarch of Colorado radios, promising aid if you'll do a job he can only entrust to an outsider—rescue his land from the ambitions of his three bloodthirsty children. You’re dispatched on a desperate quest from the scorching deserts to the snowy mountains to start from scratch, building a new base, finding a snow-worthy vehicle, training new recruits, and fighting your way through hostile frozen wastes. All the while, you'll have to decide who to trust in this land torn apart by corruption, intrigue, warring factions, crazed cultists, cutthroat gangs, and bitter sibling rivalries. Build a reputation for yourself by making decisions that will profoundly impact Colorado, its inhabitants and the story you experience. Will you be Colorado’s savior or its worst nightmare? Wasteland 3 is a squad-based RPG from inXile entertainment, featuring challenging tactical turn-based combat and a deep, reactive story full of twists, turns, and brutal ethical decisions that will keep you hooked whether you’re a Wasteland veteran or new to the series. Create a squad of up to six Rangers and customize them with perks and abilities geared to your playstyle. You even get your own battle truck, which you can upgrade into a hardened war beast, bristling with weapons, to help mow down your enemies.",85,2020-08-28,https://static.metacritic.com/images/products/games/4/9c0a717da60a61d575adca6eed1803b0-98.jpg
